Time,จุดตรวจววัด,วันที่,เวลา,Opacity(%),Particulate(mg/m3),SO2(ppm),NOx(ppm),O2(%),CO(ppm),Temp.(°C),HCl(mg/m3),
2022-11-20 23:16:09, STACK 1, 2022-11-20, 22:00:00, 0, 0, 0, 0, 16.98, 0, 125.51, 0, 
