Time,จุดตรวจววัด,วันที่,เวลา,NOx(ppm),SO2(ppm),Particulate(mg/m3),CO(ppm),O2(%),Flow(m3/hr),
2022-11-20 23:16:09, Stack HRSG, 2022-11-20, 22:00:00, SHTDWN, SHTDWN, SHTDWN, SHTDWN, SHTDWN, SHTDWN, 
