Time,จุดตรวจววัด,วันที่,เวลา,Opacity(%),Opacity(mg/m3),SO2(ppm),NOx(ppm),O2(%),CO2(ppm),
2022-11-20 23:16:09, Stack1, 2022-11-20, 22:00:00, CAL, CAL, CAL, CAL, CAL, CAL, 
