Time,จุดตรวจววัด,วันที่,เวลา,H2S(ppm),Opacity(mg/m3),O2(%),NOx(ppm),SO2(ppm),CO(ppm),
2022-11-20 23:16:09, Stack1, 2022-11-20, 22:00:00, 1.66, 16.99, 6.02, 35.39, 4.73, 31.43, 
