Time,จุดตรวจววัด,วันที่,เวลา,Particulate(mg/m3),Flow(m3/hr),NOx(ppm),O2(%),SO2(ppm),
2022-11-20 23:16:09, BYP2, 2022-11-20, 22:00:00, 5.33, 252100, 75.87, 4.65, 0.72, 
