Time,จุดตรวจววัด,วันที่,เวลา,Particulate(mg/m3),SO2(ppm),NOx(ppm),O2(%),CO(ppm),HCl(mg/m3),Temp.(°C),Flow(m3/hr),
2022-11-20 23:16:09, Stack 1, 2022-11-19, 07:00:00, 0, 0, 0, 22.2, 0, 0, 37.5, 0, 
