Time,จุดตรวจววัด,วันที่,เวลา,Particulate(mg/m3),SO2(ppm),NOx(ppm),
2022-11-20 23:16:09, Stack1, 2022-11-19, 19:00:00, SHTDWN, SHTDWN, SHTDWN, 
