Time,จุดตรวจววัด,วันที่,เวลา,O2(%),SO2(ppm),NOx(ppm),
2022-11-20 23:16:09, HPU, 2022-11-20, 22:00:00, 4.69, 0.01, 
2022-11-20 23:16:09, Common Stack, 2022-11-20, 22:00:00, 10.28, 14.64, 
2022-11-20 23:16:09, HRSG1, 2022-11-20, 22:00:00, 14.05, 15.41, 
2022-11-20 23:16:09, HRSG2, 2022-11-20, 22:00:00, SHTDWN, SHTDWN, 
2022-11-20 23:16:09, Auxiliary Boiler1, 2022-11-20, 22:00:00, 4.6, 24.61, 
2022-11-20 23:16:09, HRSG3, 2022-11-20, 22:00:00, 15.05, 42.74, 
2022-11-20 23:16:09, Auxiliary Boiler2, 2022-11-20, 22:00:00, 5.05, 37.87, 
