Time,จุดตรวจววัด,วันที่,เวลา,NOx(ppm),O2(%),
2022-11-20 23:16:09, NB-C21, 2022-11-20, 22:00:00, 71.68, 20.78, 
2022-11-20 23:16:09, NB-C22, 2022-11-20, 22:00:00, 71.22, 20.78, 
