Time,จุดตรวจววัด,วันที่,เวลา,SO2(ppm),NOx(ppm),O2(%),Particulate(mg/m3),
2022-11-20 23:16:09, F7101/7201, 2022-11-20, 22:00:00, 1.36, 20.39, 3.94, MA, 
