Time,จุดตรวจววัด,วันที่,เวลา,Particulate(mg/m3),SO2(ppm),NOx(ppm),Opacity(%),
2022-11-20 23:16:09, Stack 1, 2022-11-09, 19:00:00, SHTDWN, SHTDWN, SHTDWN, SHTDWN, 
