Time,จุดตรวจววัด,วันที่,เวลา,O2(%),CO(ppm),NOx(ppm),SO2(ppm),Temp.(°C),Flow(m3/hr),Opacity(%),
2022-11-20 23:16:09, Stack1 CEMS, 2022-11-20, 22:00:00, SHTDWN, SHTDWN, SHTDWN, SHTDWN, SHTDWN, SHTDWN, SHTDWN, 
