Time,จุดตรวจววัด,วันที่,เวลา,Opacity(%),SO2(ppm),NOx(ppm),O2(%),
2022-11-20 23:16:09, KA-T1, 2022-11-20, 22:00:00, 0.02, 0.38, 0, 0, 
