Time,จุดตรวจววัด,วันที่,เวลา,Opacity(%),Particulate(mg/m3),SO2(ppm),NOx(ppm),O2(%),CO(ppm),HCl(mg/m3),Temp.(°C),Flow(m3/hr),
2022-11-20 23:16:09, Stack 1, 2022-11-20, 22:00:00, 3.34, 29.55, 2.99, 70.67, 17.64, 1.79, 4.47, NODATA, 94346.77, 
