Time,จุดตรวจววัด,วันที่,เวลา,Opacity(%),Particulate(mg/m3),SO2(ppm),NOx(ppm),
2022-11-20 23:16:09, EEP, 2022-11-20, 22:00:00, 3.79, 1.41, 16, 35.23, 
