Time,จุดตรวจววัด,วันที่,เวลา,Particulate(mg/m3),SO2(ppm),NOx(ppm),
2022-11-20 23:16:09, S1, 2022-11-20, 22:00:00, 5.37, 24.21, 65.03, 
