Time,จุดตรวจววัด,วันที่,เวลา,NOx(ppm),O2(%),
2022-11-20 23:16:09, SB-C21, -, -, -, -, 
2022-11-20 23:16:09, SB-C22, -, -, -, -, 
2022-11-20 23:16:09, SB-C31, 2022-11-20, 22:00:00, 44.79, 13.74, 
2022-11-20 23:16:09, SB-C32, 2022-11-20, 22:00:00, 0, 20.86, 
2022-11-20 23:16:09, SBK-C41, 2022-11-20, 22:00:00, 0, 12.65, 
2022-11-20 23:16:09, SBK-C42, 2022-11-20, 22:00:00, 44.59, 12.49, 
