Time,จุดตรวจววัด,วันที่,เวลา,NOx(ppm),O2(%),CO(ppm),Temp.(°C),Flow(m3/hr),
2022-11-20 23:16:09, ปล่องระบายมลพิษของโครงการ, -, -, -, -, -, -, -, 
