Time,จุดตรวจววัด,วันที่,เวลา,SO2(ppm),Opacity(%),O2(%),CO(ppm),NOx(ppm),
2022-11-20 23:16:09, Stack1, 2022-11-20, 22:00:00, 6, 19.22, 9.92, 504.22, 173.15, 
