Time,จุดตรวจววัด,วันที่,เวลา,Particulate(mg/m3),SO2(ppm),NOx(ppm),
2022-11-20 23:16:09, BOILER 1, 2022-11-20, 22:00:00, 60.71, 63.37, 6.34, 
2022-11-20 23:16:09, BOILER 2, -, -, -, -, -, 
