Time,จุดตรวจววัด,วันที่,เวลา,Opacity(%),Particulate(mg/m3),SO2(ppm),NOx(ppm),O2(%),CO(ppm),Temp.(°C),
2022-11-20 23:16:09, Stack 1, 2022-11-20, 22:00:00, 19.33, 40.76, 363.95, 91.27, 6.08, 26.47, 111.49, 
